,24h_volume_usd,available_supply,id,last_updated,market_cap_usd,max_supply,name,percent_change_1h,percent_change_24h,percent_change_7d,price_btc,price_usd,rank,symbol,total_supply
297,54976.5,549891703.0,credo,1515383056.0,48711002.0,,Credo,1.33,17.87,207.46,5.62e-06,0.0885829,298,CREDO,1374729257.0
298,1142120.0,51200000.0,primas,1515383055.0,48518963.0,,Primas,0.59,4.82,61.71,6.017e-05,0.947636,299,PST,100000000.0
299,2749070.0,643012000.0,voisecom,1515383056.0,48056788.0,,Voise,-1.48,7.31,334.43,4.75e-06,0.074737,300,VOISE,825578000.0
300,1543050.0,1865722412480.0,sprouts,1515383045.0,47960633.0,,Sprouts,-6.27,-5.2,492.54,2e-09,2.57062e-05,301,SPRTS,1865722412480.0
301,371442.0,3820954.0,polybius,1515383053.0,47750075.0,,Polybius,0.66,10.69,127.99,0.00079343,12.4969,302,PLBT,3969565.0
302,114384.0,443168182458.0,fedoracoin,1515383042.0,47673374.0,,FedoraCoin,-0.18,10.72,147.76,7e-09,0.000107574,303,TIPS,443168182458.0
303,996726.0,6999991.0,clearpoll,1515383057.0,46462580.0,,ClearPoll,-3.34,8.24,157.41,0.00042142,6.63752,304,POLL,8999992.0
304,2626390.0,558851270.0,foldingcoin,1515383044.0,46092041.0,,FoldingCoin,-4.21,-14.87,54.87,5.24e-06,0.0824764,305,FLDC,1000000000.0
305,143921.0,952429892.0,target-coin,1515383056.0,45861023.0,,Target Coin,3.01,67.17,140.56,3.06e-06,0.0481516,306,TGT,2000100000.0
306,5964.71,2777600756.0,nushares,1515383044.0,45699310.0,,NuShares,-3.08,-37.94,24.82,1.04e-06,0.0164528,307,NSR,3167188903.0
307,544718.0,15952300.0,zoin,1515383049.0,45695682.0,21000000.0,Zoin,-0.56,14.66,73.07,0.00018187,2.86452,308,ZOI,15952300.0
308,570608.0,14043321.0,lockchain,1515383059.0,45606246.0,,LockChain,-4.14,41.03,361.2,0.00020619,3.24754,309,LOC,18585933.0
309,201475.0,91082905.0,decent-bet,1515383059.0,44624157.0,,DecentBet,-2.96,-3.32,-2.93,3.111e-05,0.489929,310,DBET,149853883.0
310,1015230.0,66521586.0,nexium,1515383050.0,44302179.0,,Nexium,-2.5,-9.87,32.51,4.228e-05,0.665982,311,NXC,66521586.0
311,275989.0,25172054.0,rubycoin,1515383042.0,44150273.0,,Rubycoin,-4.43,-2.9,22.1,0.00011136,1.75394,312,RBY,25172054.0
312,971011.0,37109887.0,change,1515383057.0,43839765.0,,Change,4.16,8.17,97.06,7.5e-05,1.18135,313,CAG,79184116.0
313,4959520.0,2242500.0,hush,1515383050.0,42668496.0,21000000.0,Hush,-3.72,0.66,169.89,0.00120804,19.0272,314,HUSH,2242500.0
314,448463.0,38538648.0,alis,1515383056.0,42447623.0,,ALIS,-1.52,-8.12,36.3,6.993e-05,1.10143,315,ALIS,75209200.0
315,113672.0,30150150.0,maecenas,1515383057.0,41887302.0,,Maecenas,-19.05,39.52,214.77,8.821e-05,1.38929,316,ART,100000000.0
316,4305910.0,5354604.0,steem-dollars,1515383049.0,41825403.0,,Steem Dollars,-4.01,-0.71,0.77,0.00049593,7.81111,317,SBD,5354604.0
317,39249.6,444444444.0,ecobit,1515383053.0,41740133.0,,Ecobit,-1.38,57.3,204.04,5.96e-06,0.0939153,318,ECOB,8888888888.0
318,2673720.0,109212011.0,suncontract,1515383053.0,41215630.0,,SunContract,2.08,33.87,51.54,2.396e-05,0.377391,319,SNC,122707503.0
319,9024.27,300000000.0,xenon,1515383057.0,41156100.0,,Xenon,9.65,0.86,26.34,8.71e-06,0.137187,320,XNN,1000000000.0
320,3681670.0,70000000.0,patientory,1515383052.0,40989760.0,,Patientory,-2.33,-2.93,1.43,3.718e-05,0.585568,321,PTOY,100002000.0
321,4592350.0,6000000.0,aventus,1515383055.0,40564620.0,,Aventus,1.81,11.81,76.16,0.00042924,6.76077,322,AVT,10000000.0
322,1407620.0,1000000000.0,circuits-of-value,1515383044.0,40321100.0,,Circuits of Value,-3.17,-14.47,83.86,2.56e-06,0.0403211,323,COVAL,1200000000.0
323,1612670.0,19429024.0,mysterium,1515383052.0,40216526.0,,Mysterium,-1.3,4.86,18.18,0.00013142,2.06992,324,MYST,32433366.0
324,1049430.0,6880254.0,bismuth,1515383056.0,39954941.0,109999978.0,Bismuth,-1.46,32.52,83.23,0.0003687,5.80719,325,BIS,7505464.0
325,1652220.0,1200225.0,gambit,1515383045.0,39718931.0,,Gambit,-0.06,31.23,63.54,0.00210108,33.0929,326,GAM,1200225.0
326,819369.0,911751.0,solaris,1515383051.0,39485465.0,,Solaris,1.68,7.06,263.45,0.00274959,43.3073,327,XLR,1061452.0
327,3148470.0,8016899.0,swarm-city,1515383052.0,39319120.0,,Swarm City,-5.72,12.5,2.3,0.00031139,4.90453,328,SWT,8016899.0
328,190946.0,64936639.0,paragon,1515383057.0,39164586.0,,Paragon,0.15,-16.72,-31.03,3.829e-05,0.60312,329,PRG,164936639.0
329,1713400.0,103590040.0,global-currency-reserve,1515383045.0,39028480.0,,Global Currency Reserve,-3.58,-7.3,34.53,2.392e-05,0.376759,330,GCR,103590040.0
330,546767.0,33509711.0,ethereum-blue,1515383057.0,38763699.0,42000000.0,BLUE,0.46,49.88,154.06,7.344e-05,1.15679,331,BLUE,42000000.0
331,14836.4,10000000.0,bcap,1515383053.0,38574900.0,,BCAP,-12.81,-9.52,107.92,0.00024491,3.85749,332,BCAP,10000000.0
332,162082.0,76692014.0,quantum,1515383053.0,37788303.0,,Quantum,-1.91,5.3,5.49,3.128e-05,0.492728,333,QAU,241600061.0
333,6323920.0,377568449.0,pinkcoin,1515383043.0,37707572.0,,PinkCoin,-5.04,11.85,80.78,6.34e-06,0.0998695,334,PINK,390568449.0
334,621012.0,46016602.0,incent,1515383050.0,37510893.0,,Incent,0.64,-12.21,29.76,5.175e-05,0.81516,335,INCNT,46016625.0
335,459230.0,44713594.0,encrypgen,1515383059.0,36703825.0,,EncrypGen,5.72,54.54,24.61,5.212e-05,0.820865,336,DNA,70981320.0
336,228460.0,3592379.0,open-trading-network,1515383056.0,36673163.0,100000000.0,Open Trading Network,-3.8,11.11,3.1,0.00064815,10.2086,337,OTN,82630002.0
337,380784.0,27802582.0,stealthcoin,1515383043.0,36188397.0,,Stealthcoin,-0.57,-13.57,32.26,8.264e-05,1.30162,338,XST,27802582.0
338,412005.0,191381257.0,investfeed,1515383055.0,36079577.0,,InvestFeed,-4.97,-0.08,123.34,1.197e-05,0.188522,339,IFT,191381257.0
339,249378.0,15392013085.0,carboncoin,1515383043.0,35794742.0,,Carboncoin,74.58,657.22,780.76,1.5e-07,0.00232554,340,CARBON,15392013085.0
340,502505.0,44100000.0,posw-coin,1515383050.0,35753546.0,,PoSW Coin,-2.98,-2.91,41.21,5.147e-05,0.810738,341,POSW,70000000.0
341,1635830.0,141158357.0,florincoin,1515383041.0,35634157.0,160000000.0,FlorinCoin,-0.32,4.31,20.39,1.603e-05,0.252441,342,FLO,141158357.0
342,2975580.0,3295367.0,internet-of-people,1515383050.0,35086764.0,21000000.0,Internet of People,-2.22,5.87,52.63,0.000676,10.6473,343,IOP,3445680.0
343,2718130.0,3374594.0,geocoin,1515383045.0,35012425.0,,GeoCoin,2.05,-16.4,309.44,0.00065873,10.3753,344,GEO,3374594.0
344,588458.0,22747809.0,databits,1515383051.0,34661973.0,,Databits,-3.92,2.67,24.43,9.674e-05,1.52375,345,DTB,22747809.0
345,874440.0,710113.0,chronobank,1515383052.0,34398930.0,,Chronobank,-4.07,-5.74,119.83,0.00307557,48.4415,346,TIME,710113.0
346,635138.0,32514916898.0,pandacoin-pnd,1515383042.0,34348433.0,,Pandacoin,7.71,2.85,851.3,7e-08,0.00105639,347,PND,32514916898.0
347,3310700.0,20882538.0,blackmoon-crypto,1515383056.0,34119561.0,,Blackmoon Crypto,-1.89,9.18,111.29,0.00010374,1.63388,348,BMC,60000000.0
348,395486.0,17029321.0,ormeus-coin,1515383056.0,33907081.0,,Ormeus Coin,1.25,-10.57,-0.08,0.00012642,1.9911,349,ORME,200000000.0
349,411483.0,168809625.0,mercury-protocol,1515383057.0,33238278.0,,Mercury Protocol,15.57,74.71,240.6,1.25e-05,0.196898,350,GMT,1000000000.0
350,1198260.0,49573003.0,sportyfi,1515383059.0,33207418.0,,SportyFi,-0.21,37.36,282.14,4.253e-05,0.669869,351,SPF,70673454.0
351,202386.0,2799476.0,mybit-token,1515383054.0,33141879.0,,MyBit Token,-0.2,28.09,147.74,0.00075164,11.8386,352,MYB,2812073.0
352,658779.0,125322017.0,lampix,1515383056.0,33107445.0,657154880.0,Lampix,-3.39,-3.98,119.73,1.677e-05,0.264179,353,PIX,327154880.0
353,1217600.0,11986617.0,verify,1515383059.0,32904103.0,,Verify,6.36,29.71,208.19,0.00017428,2.74507,354,CRED,29997543.0
354,213601.0,3709674.0,hedge,1515383057.0,32704341.0,,Hedge,3.88,12.48,63.94,0.00055973,8.81596,355,HDG,5100033.0
355,11340400.0,44991792.0,qwark,1515383048.0,32472016.0,,Qwark,3.14,73.87,124.27,4.582e-05,0.721732,356,QWARK,206075989.0
356,304956.0,30000000.0,oraclechain,1515383054.0,31819200.0,,OracleChain,-4.25,1.44,34.41,6.734e-05,1.06064,357,OCT,30000000.0
357,543158.0,121531956.0,energycoin,1515383042.0,31718018.0,,Energycoin,-2.32,-3.09,33.93,1.657e-05,0.260985,358,ENRG,121531956.0
358,1098040.0,2806094.0,clams,1515383043.0,31608121.0,,Clams,-2.21,-4.51,5.87,0.00071516,11.2641,359,CLAM,16521056.0
359,351174.0,65828135.0,autonio,1515383059.0,31382247.0,,Autonio,-0.8,7.56,533.31,3.027e-05,0.47673,360,NIO,220466789.0
360,141396.0,775499930.0,soarcoin,1515383053.0,31374323.0,5000000000.0,Soarcoin,-0.65,2.99,29.25,2.57e-06,0.0404569,361,SOAR,5000000000.0
361,264257.0,24373456.0,wild-crypto,1515383056.0,30831204.0,,Wild Crypto,-0.96,-13.48,275.04,8.031e-05,1.26495,362,WILD,100000000.0
362,1151180.0,25000000.0,obsidian,1515383056.0,30804750.0,,Obsidian,-0.62,18.97,90.37,7.823e-05,1.23219,363,ODN,92636726.0
363,196538.0,9973579.0,waves-community-token,1515383051.0,30672346.0,,Waves Community Token,-0.78,-8.07,-5.16,0.00019526,3.07536,364,WCT,10000000.0
364,1993930.0,792537250.0,artbyte,1515383043.0,30378983.0,,ArtByte,1.83,7.68,74.57,2.43e-06,0.0383313,365,ABY,792537250.0
365,725508.0,20870986918.0,espers,1515383048.0,29189536.0,50000000000.0,Espers,-11.16,6.43,169.21,9e-08,0.00139857,366,ESP,20870986918.0
366,147143.0,1507.0,russian-mining-coin,1515383058.0,28934249.0,,Russian Miner Coin,-1.7,9.92,9.01,1.21901,19199.9,367,RMC,10757.0
367,217275.0,577691.0,icos,1515383058.0,28073975.0,,ICOS,1.77,22.4,61.14,0.00308543,48.5969,368,ICOS,591617.0
368,826986.0,23830810.0,curecoin,1515383042.0,27954493.0,,Curecoin,-1.03,5.21,54.07,7.448e-05,1.17304,369,CURE,23830810.0
369,36792.0,15674600.0,obits,1515383045.0,27538391.0,,OBITS,0.28,-19.28,7.57,0.00011155,1.75688,370,OBITS,15674600.0
370,363408.0,7360121.0,blockcat,1515383055.0,27410563.0,,BlockCAT,-6.46,-0.3,114.03,0.00023645,3.7242,371,CAT,9200151.0
371,1445170.0,17771975.0,bitsend,1515383043.0,27165708.0,,BitSend,-1.73,-1.86,21.75,9.705e-05,1.52857,372,BSD,17771975.0
372,2809470.0,29911200.0,bitusd,1515383043.0,26956751.0,,bitUSD,-2.58,-4.43,-7.85,5.722e-05,0.901226,373,BITUSD,29911200.0
373,37185.0,10720038.0,boolberry,1515383043.0,26795701.0,18450000.0,Boolberry,-1.7,-3.93,44.27,0.0001587,2.49959,374,BBR,10720038.0
374,82684.5,167270821.0,dao-casino,1515383054.0,26129877.0,,DAO.Casino,0.73,1.45,96.32,9.92e-06,0.156213,375,BET,167270821.0
375,265753.0,1869936.0,firstcoin,1515383051.0,26108423.0,,FirstCoin,-3.42,1.02,-7.08,0.00088647,13.9622,376,FRST,110000000.0
376,3345000.0,22012561.0,primecoin,1515383041.0,25517401.0,,Primecoin,-3.75,-18.58,41.02,7.36e-05,1.15922,377,XPM,22012561.0
377,342762.0,23187059.0,bitcrystals,1515383045.0,25393076.0,,Bitcrystals,-0.49,0.72,17.43,6.953e-05,1.09514,378,BCY,23187059.0
378,183945.0,45287831.0,sequence,1515383050.0,25272330.0,,Sequence,-1.64,1.71,15.41,3.543e-05,0.558038,379,SEQ,45287831.0
379,717683.0,15376591.0,vcash,1515383045.0,25187625.0,,Vcash,-4.52,-3.2,20.89,0.000104,1.63805,380,XVC,15376591.0
380,477147.0,17873502.0,mywish,1515383059.0,25115131.0,,MyWish,2.4,-7.99,167.57,8.921e-05,1.40516,381,WISH,19803895.0
381,4409800.0,6278541.0,transfercoin,1515383045.0,24977166.0,,TransferCoin,-0.03,29.11,34.59,0.00025258,3.97818,382,TX,6278541.0
382,454823.0,140080549.0,opus,1515383055.0,24800841.0,249308531.0,Opus,21.21,117.8,288.48,1.124e-05,0.177047,383,OPT,249308531.0
383,2486740.0,116845228.0,dopecoin,1515383042.0,24231013.0,,DopeCoin,-2.54,15.36,-10.68,1.317e-05,0.207377,384,DOPE,116845228.0
384,3381810.0,77231176.0,cannabiscoin,1515383043.0,23825277.0,,CannabisCoin,-3.22,7.8,-12.98,1.959e-05,0.308493,385,CANN,91859176.0
385,27032.5,85698461.0,oxycoin,1515383058.0,23806347.0,,Oxycoin,-1.08,5.54,45.59,1.764e-05,0.277792,386,OXY,105140785.0
386,1125790.0,6247267.0,trueflip,1515383055.0,23539765.0,,TrueFlip,1.98,30.09,102.85,0.00023923,3.76801,387,TFL,8924667.0
387,168352.0,7713540.0,bitmark,1515383043.0,23485570.0,,Bitmark,-1.46,-9.89,32.75,0.00019331,3.04472,388,BTM,7713540.0
388,3428470.0,9382639.0,spreadcoin,1515383044.0,23322989.0,,SpreadCoin,-5.05,-10.62,77.93,0.00015782,2.48576,389,SPR,9382639.0
389,87982.3,70000000.0,bitdice,1515383056.0,23217320.0,,BitDice,-6.06,-3.58,-19.83,2.106e-05,0.331676,390,CSNO,100000000.0
390,44550.0,850000.0,pluton,1515383049.0,23155091.0,20000000.0,Pluton,7.87,-7.71,25.61,0.00172956,27.2413,391,PLU,20000000.0
391,1281300.0,2827061.0,sumokoin,1515383054.0,23014344.0,88888888.0,Sumokoin,-2.09,11.76,5.63,0.00051686,8.14073,392,SUMO,11715950.0
392,12629.6,96039489.0,leocoin,1515383044.0,22962946.0,1000000000.0,LEOcoin,0.03,1.72,4.96,1.518e-05,0.239099,393,LEO,104396908.0
393,480341.0,2848735.0,monacocoin,1515383056.0,22743876.0,,Monoeci,-4.35,8.92,214.93,0.0005069,7.98385,394,XMCC,9848735.0
394,11539.5,2913459826.0,bitqy,1515383056.0,22640059.0,,bitqy,-0.25,-19.9,-19.16,4.9e-07,0.00777085,395,BQ,10000000000.0
395,488542.0,76070288.0,payfair,1515383059.0,22476184.0,,Payfair,5.38,19.26,665.82,1.876e-05,0.295466,396,PFR,88999687.0
396,977406.0,2000000.0,exchange-union,1515383057.0,22455200.0,,Exchange Union,-0.51,-1.99,24.88,0.00071284,11.2276,397,XUC,3000000000.0
397,14296.1,7001623.0,etheroll,1515383054.0,22426968.0,7001622.0,Etheroll,-3.84,5.31,7.33,0.00020337,3.20311,398,DICE,7001623.0
398,18481.4,15000000.0,nvo,1515383053.0,22256700.0,,NVO,-0.9,-21.92,49.91,9.421e-05,1.48378,399,NVST,15000000.0
399,34112.9,198037.0,unobtanium,1515383041.0,22125261.0,,Unobtanium,-2.28,0.12,32.43,0.00709331,111.723,400,UNO,198037.0
400,1618770.0,3082940.0,sphere,1515383045.0,22093737.0,,Sphere,-0.1,0.02,18.34,0.000455,7.16645,401,SPHR,3082940.0
401,629703.0,3326313.0,synergy,1515383045.0,21971759.0,,Synergy,-2.38,12.22,86.9,0.00041938,6.60544,402,SNRG,3326313.0
402,608654.0,1825493.0,dubaicoin-dbix,1515383051.0,21787438.0,,DubaiCoin,-1.1,-1.24,78.43,0.00075776,11.9351,403,DBIX,1825493.0
403,262933.0,1182668.0,privatix,1515383058.0,21717565.0,,Privatix,-0.57,36.53,248.76,0.00116589,18.3632,404,PRIX,1275455.0
404,120547.0,1744023561.0,sharechain,1515383058.0,21491254.0,,Sharechain,6.13,48.07,104.17,7.8e-07,0.0123228,405,SSS,10000000000.0
405,87315.1,100356361.0,atmos,1515383052.0,21117588.0,,Atmos,-2.21,11.48,50.58,1.336e-05,0.210426,406,ATMS,110356361.0
406,943039.0,781587.0,straks,1515383060.0,20927539.0,150000000.0,STRAKS,-27.84,157.51,,0.0017,26.7757,407,STAK,41776245.0
407,8183870.0,17068510.0,syndicate,1515383049.0,20785007.0,,Syndicate,1.17,53.12,80.08,7.731e-05,1.21774,408,SYNX,17068510.0
408,437862.0,24491199004.0,1337coin,1515383045.0,20497860.0,,1337,-4.42,15.48,157.51,5e-08,0.000836948,409,1337,27293552119.0
409,606043.0,1845999.0,bulwark,1515383059.0,20372081.0,27000000.0,Bulwark,-0.69,0.85,34.9,0.00070066,11.0358,410,BWK,2163545.0
410,209559.0,18410790.0,alqo,1515383058.0,20284640.0,,ALQO,-6.03,5.89,43.25,6.995e-05,1.10178,411,ALQO,18410790.0
411,470639.0,1101804436.0,hyperstake,1515383043.0,20089972.0,,HyperStake,1.42,8.4,88.26,1.16e-06,0.0182337,412,HYP,1101804436.0
412,413737.0,132207644.0,pesetacoin,1515383042.0,20020071.0,,Pesetacoin,-2.46,-7.77,53.7,9.61e-06,0.151429,413,PTC,132207644.0
413,1900880.0,519313004.0,2give,1515383048.0,19955485.0,,2GIVE,-0.07,6.77,82.18,2.44e-06,0.0384267,414,2GIVE,519313004.0
414,90029.5,33199375.0,neutron,1515383044.0,19472960.0,68000000.0,Neutron,-8.58,9.58,53.14,3.724e-05,0.586546,415,NTRN,33199375.0
415,515825.0,40747740.0,goldcoin,1515383041.0,19425222.0,72245700.0,GoldCoin,6.22,13.37,73.96,3.027e-05,0.476719,416,GLD,40747740.0
416,32516.9,62131190.0,encryptotel,1515383053.0,19293039.0,,EncryptoTel [WAVES],5.04,23.12,33.85,1.972e-05,0.310521,417,ETT,77663987.0
417,4297130.0,275414750.0,dotcoin,1515383045.0,19285229.0,890000000.0,Dotcoin,-1.32,114.75,298.51,4.45e-06,0.0700225,418,DOT,540414750.0
418,876656.0,31483359.0,social-send,1515383059.0,19282802.0,,Social Send,-0.68,50.23,96.84,3.889e-05,0.612476,419,SEND,33673302.0
419,267161.0,75614500.0,bitzeny,1515383045.0,19194514.0,,Bitzeny,-1.91,9.17,26.91,1.612e-05,0.253847,420,ZNY,75614500.0
420,2097220.0,14400000.0,upfiring,1515383058.0,19001808.0,,Upfiring,4.49,79.43,221.98,8.378e-05,1.31957,421,UFR,24000000.0
421,218882.0,8094002.0,dcorp,1515383058.0,18662665.0,,DCORP,2.99,34.77,189.14,0.00014639,2.30574,422,DRP,8094002.0
422,782412.0,22796300.0,rupee,1515383053.0,18613088.0,84000000.0,Rupee,-1.73,99.67,171.64,5.184e-05,0.816496,423,RUP,22796300.0
423,622853.0,651931.0,crowdcoin,1515383059.0,18579759.0,,CrowdCoin,4.5,7.46,243.34,0.00180945,28.4996,424,CRC,1001931.0
424,74666.9,10055817.0,real,1515383057.0,18330849.0,,REAL,-2.01,43.31,195.09,0.00011574,1.82291,425,REAL,19717288.0
425,3200340.0,18896374.0,memetic,1515383047.0,18205145.0,,Memetic / PepeCoin,-6.07,7.64,14.44,6.117e-05,0.96342,426,MEME,19263627.0
426,417346.0,39376500.0,belacoin,1515383042.0,17828537.0,,Bela,-0.77,-7.09,47.22,2.875e-05,0.452771,427,BELA,39376500.0
427,54252.8,3536341262.0,ufo-coin,1515383042.0,17823655.0,4000000000.0,UFO Coin,19.53,0.62,61.86,3.2e-07,0.00504014,428,UFO,3536341262.0
428,136710.0,629610.0,internxt,1515383056.0,17750771.0,629610.0,Internxt,7.14,4.44,75.03,0.00179,28.1933,429,INXT,629610.0
429,484913.0,447249.0,gobyte,1515383059.0,17636577.0,31800000.0,GoByte,-0.26,-1.93,34.45,0.00250365,39.4335,430,GBX,1272236.0
430,2763.85,164925727.0,the-champcoin,1515383054.0,17586030.0,516085281.0,The ChampCoin,-1.7,-6.68,14.44,6.77e-06,0.10663,431,TCC,218000000.0
431,774481.0,16511828.0,creditbit,1515383046.0,17414860.0,,Creditbit,2.45,5.05,42.99,6.696e-05,1.05469,432,CRB,16511828.0
432,28383.8,16378230.0,b2bx,1515383059.0,17368785.0,,B2B,7.24,9.68,65.23,6.733e-05,1.06048,433,B2B,19822337.0
433,447799.0,253777271.0,quark,1515383041.0,17322887.0,,Quark,5.26,26.65,235.57,4.33e-06,0.0682602,434,QRK,253777271.0
434,603110.0,6268082.0,breakout-stake,1515383049.0,17274459.0,,Breakout Stake,0.3,9.24,83.19,0.00017498,2.75594,435,BRX,6268082.0
435,1258370.0,1444476.0,veriumreserve,1515383049.0,17175835.0,,VeriumReserve,-1.46,-19.17,62.72,0.00075495,11.8907,436,VRM,1444476.0
436,220816.0,127106401.0,xaurum,1515383045.0,16736735.0,,Xaurum,-1.48,-12.0,-13.05,8.36e-06,0.131675,437,XAUR,127106401.0
437,107204.0,36971167924.0,zeitcoin,1515383042.0,16684644.0,,Zeitcoin,2.36,-5.24,141.93,3e-08,0.000451288,438,ZEIT,36971167924.0
438,68791.2,12593760.0,universal-currency,1515383045.0,16584596.0,210000000.0,Universal Currency,-3.18,-4.69,-4.9,8.361e-05,1.31689,439,UNIT,16693760.0
439,235831.0,324141022.0,intensecoin,1515383058.0,16579943.0,999481516.0,IntenseCoin,-1.96,67.91,36.81,3.25e-06,0.0511504,440,ITNS,324141022.0
440,685301.0,8658139.0,auroracoin,1515383042.0,16444404.0,,Auroracoin,-2.33,-3.27,8.04,0.00012059,1.8993,441,AUR,8658139.0
441,58411.3,130632794.0,dnotes,1515383042.0,16072667.0,,DNotes,18.28,10.38,127.41,7.81e-06,0.123037,442,NOTE,130632794.0
442,2156500.0,802512.0,luxcoin,1515383058.0,16067735.0,60000000.0,LUXCoin,-3.69,18.1,118.35,0.00127119,20.0218,443,LUX,3802512.0
443,9250.92,1233573865.0,asiacoin,1515383042.0,15932100.0,,AsiaCoin,2.45,-4.04,159.82,8.2e-07,0.0129154,444,AC,1233573865.0
444,825.041,1505368.0,arcade-token,1515383050.0,15929053.0,,Arcade Token,2.26,24.54,,0.00067182,10.5815,445,ARC,1505368.0
445,95271.3,125686007.0,sexcoin,1515383041.0,15926805.0,,Sexcoin,-7.05,-22.35,-37.68,8.05e-06,0.126719,446,SXC,125686007.0
446,809032.0,18142083.0,breakout,1515383048.0,15925755.0,,Breakout,2.24,24.67,75.22,5.573e-05,0.877835,447,BRK,18142083.0
447,239431.0,175583793.0,bitdeal,1515383053.0,15910315.0,300000000.0,Bitdeal,-5.78,-8.55,-13.57,5.75e-06,0.0906138,448,BDL,219585312.0
448,51246.0,17201075.0,bitcloud,1515383049.0,15851134.0,,Bitcloud,1.95,9.75,82.27,5.851e-05,0.92152,449,BTDX,17201075.0
449,49012.2,160040176.0,vsync-vsx,1515383055.0,15674575.0,,Vsync,-6.88,-5.03,126.87,6.22e-06,0.0979415,450,VSX,167813477.0
450,426250.0,40470175.0,riecoin,1515383041.0,15646174.0,,Riecoin,-1.49,-0.2,42.6,2.455e-05,0.38661,451,RIC,40470175.0
451,129593.0,16714020.0,social,1515383055.0,15621274.0,,Social,-1.09,-9.82,174.44,5.934e-05,0.934621,452,SCL,16714020.0
452,870529.0,46508192.0,indorse-token,1515383055.0,15541177.0,,Indorse Token,-0.55,6.51,84.44,2.122e-05,0.33416,453,IND,170622047.0
453,76378.0,85917900.0,trezarcoin,1515383056.0,15495379.0,400000000.0,TrezarCoin,-1.47,-8.19,39.45,1.145e-05,0.180351,454,TZC,97917900.0
454,133168.0,263034654.0,hellogold,1515383057.0,15425483.0,,HelloGold,0.25,28.12,77.65,3.72e-06,0.0586443,455,HGT,1000000000.0
455,217432.0,104548.0,bitcoin-plus,1515383042.0,15419293.0,,Bitcoin Plus,-2.63,-8.3,18.1,0.00936387,147.485,456,XBC,104548.0
456,958767.0,45079785.0,startcoin,1515383043.0,15344933.0,,Startcoin,-4.38,-14.12,73.15,2.161e-05,0.340395,457,START,70782220.0
457,2271360.0,2022465.0,korecoin,1515383043.0,15322760.0,12000000.0,Kore,-3.62,9.27,21.26,0.00048102,7.57628,458,KORE,2022465.0
458,382464.0,7369848.0,pirl,1515383057.0,15283149.0,,Pirl,-2.37,20.13,37.36,0.00013166,2.07374,459,PIRL,7369848.0
459,224697.0,1948507.0,novacoin,1515383041.0,15200362.0,,Novacoin,-0.5,-5.05,27.22,0.00049529,7.80103,460,NVC,1948507.0
460,276164.0,6731528.0,qvolta,1515383059.0,15065833.0,,Qvolta,-6.63,0.49,389.59,0.0001421,2.2381,461,QVT,10096722.0
461,298333.0,1338498.0,innova,1515383058.0,15001214.0,42000000.0,Innova,-1.57,-2.23,94.88,0.00071157,11.2075,462,INN,2088498.0
462,313142.0,951605.0,hollywoodcoin,1515383059.0,14845987.0,,HollyWoodCoin,-1.7,-0.12,12.41,0.00099051,15.601,463,HWC,20306883.0
463,894954.0,4406555.0,exclusivecoin,1515383044.0,14786504.0,,ExclusiveCoin,-4.8,-1.99,23.64,0.00021305,3.35557,464,EXCL,4406555.0
464,41065.1,13097723.0,hubii-network,1515383057.0,14743452.0,,Hubii Network,2.16,-14.76,151.0,7.147e-05,1.12565,465,HBT,31801784.0
465,803138.0,11031022268.0,buzzcoin,1515383055.0,14679533.0,20000000000.0,BuzzCoin,-8.66,4.74,199.13,8e-08,0.00133075,466,BUZZ,11031022268.0
466,595552.0,2319604473.0,noblecoin,1515383041.0,14613926.0,,NobleCoin,2.58,100.14,586.26,4e-07,0.00630018,467,NOBL,2319604473.0
467,366519.0,4862878.0,bitboost,1515383058.0,14473384.0,,BitBoost,1.33,1.71,781.13,0.00018897,2.9763,468,BBT,100000000.0
468,1173310.0,4117676.0,blitzcash,1515383044.0,14279812.0,,Blitzcash,-1.88,1.96,10.0,0.00022018,3.46793,469,BLITZ,4117676.0
469,111324.0,3020181.0,pure,1515383058.0,14269328.0,20000000.0,Pure,5.48,15.65,65.91,0.00029997,4.72466,470,PURE,4129460.0
470,11385.8,8660756.0,real-estate-tokens,1515383055.0,14264525.0,,REX,-1.21,-10.95,384.35,0.00010457,1.64703,471,REX,24015497.0
471,88353.8,46676805.0,masternodecoin,1515383055.0,14166924.0,,Masternodecoin,-1.67,2.89,47.92,1.927e-05,0.303511,472,MTNC,80461299.0
472,367462.0,1014856.0,vivo,1515383056.0,14145870.0,,VIVO,35.32,37.19,201.02,0.00088498,13.9388,473,VIVO,1834856.0
473,103169.0,1331155614.0,toacoin,1515383053.0,13799824.0,,ToaCoin,-1.43,-3.13,72.75,6.6e-07,0.0103668,474,TOA,8885254986.0
474,1454.95,32712212.0,tao,1515383049.0,13653652.0,,Tao,-1.7,,1.07,2.65e-05,0.417387,475,XTO,32712212.0
475,627806.0,14415822.0,chaincoin,1515383044.0,13589276.0,23000000.0,ChainCoin,2.26,40.7,126.1,5.985e-05,0.942664,476,CHC,16445520.0
476,20552200.0,13390801.0,nubits,1515383044.0,13439276.0,,NuBits,1.54,2.25,1.58,6.372e-05,1.00362,477,USNBT,70351643.0
